2022-09-05 10:27:35,b'RT @cakimiNOW: Suvei SMRC menunjukkan suara PKB menyalip Golkar di tiga besar partai politik terkuat menjelang pemilu 2024.\nhttps://t.co/Go\xe2\x80\xa6'
2022-09-05 10:27:34,b'RT @papuamuslim95: Saya mengajak seluruh rakyat Indonesia baikot PDIP dan seluruh partai politik berbau  kekuasaan... Rezim sudah tidak pun\xe2\x80\xa6'
2022-09-05 10:27:18,b'RT @kurawa: Kepanikan seorang @aniesbaswedan untuk mencuci dosa2 dia dalam politik identitas dan politisasi agama di pilkada 2017.\n\nBergant\xe2\x80\xa6'
2022-09-05 10:27:12,b'RT @alextham878: Ketua Umum PPP Suharso Monoarfa Resmi Dipecat dari Partai PPP \n\nBuntut Permasalahannya krn pernyataan Suharso terkait ampl\xe2\x80\xa6'
2022-09-05 10:27:07,"b'Open joki tugas soshum: akuntansi, ilkom, HI, politik, manajemen, ekonomi. Bisa ngerjain soal studi kasus dan analisis. Dm aja #zonauang #zonaba'"
2022-09-05 10:27:05,"b'RT @ChusnulCh__: Kadrun oposisi ramai2 dukung Puan jadi capres dari PDIP. Ibu Puan dipuji2, fotonya juga dishare terus.\nNanti giliran Puan\xe2\x80\xa6'"
2022-09-05 10:27:05,b'KPU Belum Bersikap terkait Pergantian Ketua Umum PPP https://t.co/m0d4ZtAfJZ'
2022-09-05 10:26:56,"b'RT @ChusnulCh__: Kadrun oposisi ramai2 dukung Puan jadi capres dari PDIP. Ibu Puan dipuji2, fotonya juga dishare terus.\nNanti giliran Puan\xe2\x80\xa6'"
2022-09-05 10:26:55,b'BUKANKAH ANIES KETURUNAN YAMAN.??? SEJAK KPN ANIES MENJADI PENDETA.????\xf0\x9f\x98\x9b\xf0\x9f\x98\x9b\xf0\x9f\x98\x9b\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\xa4\x91\xf0\x9f\xa4\x91\xf0\x9f\xa4\x91\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xaeANIES SDH MURTADKAH.???? ATAUKAH ANIES SDG MEMAINKAN.POLITIK IDENTITAS.????\xf0\x9f\x98\x9b\xf0\x9f\x98\x9b\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\xa4\x91\xf0\x9f\xa4\x91\xf0\x9f\xa4\x91\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae https://t.co/7ihJphVW7E'
2022-09-05 10:26:48,b'RT @kurawa: Kepanikan seorang @aniesbaswedan untuk mencuci dosa2 dia dalam politik identitas dan politisasi agama di pilkada 2017.\n\nBergant\xe2\x80\xa6'
2022-09-05 10:26:32,b'RT @KayanaDuris: @KIN6T03K174N @aniesbaswedan Pada prinsipnya Gereja tidak boleh berpolitik praktis.\nhttps://t.co/sIaXSZafvh'
2022-09-05 10:26:19,b'RT @alextham878: Ketua Umum PPP Suharso Monoarfa Resmi Dipecat dari Partai PPP \n\nBuntut Permasalahannya krn pernyataan Suharso terkait ampl\xe2\x80\xa6'
